0,Whelan's,53.336785,-6.265715,whelans.png
1,The Olympia Theatre,53.344498,-6.266144,the_olympia.jpeg
2,3Arena,53.347663,-6.228508,three_arena.png
3,The Button Factory,53.345145,-6.264512,the_button_factory.png
4,Vicar Street,53.342799,-6.277983,vicar_street.jpg
5,The Academy,53.3480297,-6.2641921,the_academy.jpg
6,The Workman's Club,53.3453465,-6.2686013,the_worksmans.jpeg
7,The Sugar Club,53.335558,-6.258697,sugar_club.png
